,pre_g_mean,pre_acsa,o_g_mean,o_acsa,acc_in_training,pass_pre_train_classifier,pass_o_classifier,acc_in_cls0,threshold_in_cls0,valid_sample_in_cls0,valid_ratio_in_cls0,acc_in_cls1,threshold_in_cls1,valid_sample_in_cls1,valid_ratio_in_cls1,acc_in_cls2,threshold_in_cls2,valid_sample_in_cls2,valid_ratio_in_cls2,acc_in_cls3,threshold_in_cls3,valid_sample_in_cls3,valid_ratio_in_cls3,acc_in_cls4,threshold_in_cls4,valid_sample_in_cls4,valid_ratio_in_cls4,acc_in_cls5,threshold_in_cls5,valid_sample_in_cls5,valid_ratio_in_cls5,acc_in_cls6,threshold_in_cls6,valid_sample_in_cls6,valid_ratio_in_cls6,acc_in_cls7,threshold_in_cls7,valid_sample_in_cls7,valid_ratio_in_cls7,acc_in_cls8,threshold_in_cls8,valid_sample_in_cls8,valid_ratio_in_cls8,acc_in_cls9,threshold_in_cls9,valid_sample_in_cls9,valid_ratio_in_cls9
1,0.86797076,0.879,0.0,0.744,0.9204344,0.00041911175,0.00025156327,1.0,1.0,0.0,0.0,0.97,0.90369177,564.0,0.0008138528,0.94,0.9333746,637.0,0.0009191919,0.86,0.93828267,513.0,0.0007402597,0.93,0.9505777,177.0,0.00025541126,0.89,0.94936377,241.0,0.00034776336,0.83,0.9446354,139.0,0.0002005772,0.72,0.89902985,44.0,6.3492065e-05,0.3,0.74851155,226.0,0.00032611832,0.0,0.74,73.0,0.0001053391
1,0.86797076,0.879,0.68820506,0.79,0.9510195,0.0004149431,0.000318262,1.0,1.0,0.0,0.0,0.98,0.88102853,525.0,0.00075757573,0.91,0.9276939,587.0,0.00084704184,0.95,0.9369535,535.0,0.00077200576,0.91,0.952291,180.0,0.00025974025,0.84,0.9489141,259.0,0.00037373736,0.88,0.9446354,149.0,0.00021500721,0.82,0.89803,49.0,7.070707e-05,0.1,0.74851155,227.0,0.00032756134,0.51,0.7370121,77.0,0.00011111111
2,0.86797076,0.879,0.66578645,0.762,0.9587766,0.00041430176,0.000333173,1.0,1.0,0.0,0.0,0.98,0.8519432,536.0,0.0007734488,0.87,0.91590554,625.0,0.0009018759,0.98,0.93384224,513.0,0.0007402597,0.94,0.951841,151.0,0.00021789322,0.68,0.9478959,244.0,0.00035209235,0.86,0.9446354,147.0,0.00021212122,0.9,0.89803,37.0,5.3391053e-05,0.18,0.7486693,245.0,0.00035353535,0.23,0.7370121,86.0,0.00012409812
3,0.86797076,0.879,0.7326761,0.8,0.9658688,0.00042119608,0.00033670032,1.0,1.0,0.0,0.0,0.96,0.81830496,526.0,0.00075901876,0.95,0.9041411,655.0,0.0009451659,0.93,0.93300223,530.0,0.00076479075,0.95,0.95144916,159.0,0.00022943722,0.84,0.9455269,272.0,0.00039249638,0.88,0.9446354,113.0,0.00016305916,0.77,0.89803,48.0,6.926407e-05,0.54,0.7486693,249.0,0.00035930736,0.18,0.7370121,75.0,0.00010822511
4,0.86797076,0.879,0.7846345,0.824,0.9696365,0.00042199774,0.0003613917,0.99,1.0,0.0,0.0,0.95,0.7879101,529.0,0.0007633478,0.92,0.89540213,652.0,0.00094083697,0.97,0.93290824,539.0,0.00077777775,0.95,0.9500936,195.0,0.0002813853,0.85,0.9450068,236.0,0.00034054834,0.89,0.9446354,130.0,0.0001875902,0.86,0.89803,46.0,6.637807e-05,0.55,0.7486693,231.0,0.00033333333,0.31,0.7370121,74.0,0.00010678211
5,0.86797076,0.879,0.7736092,0.809,0.9748449,0.0004269681,0.00037710438,1.0,1.0,0.0,0.0,0.95,0.7657535,578.0,0.00083405484,0.97,0.89041626,629.0,0.0009076479,0.9,0.9314999,536.0,0.0007734488,0.94,0.9500936,199.0,0.00028715728,0.79,0.9450068,241.0,0.00034776336,0.9,0.9446354,136.0,0.00019624819,0.81,0.8970516,46.0,6.637807e-05,0.38,0.7486693,241.0,0.00034776336,0.45,0.7370121,57.0,8.2251085e-05
6,0.86797076,0.879,0.76047844,0.803,0.97772604,0.0004144621,0.00038608306,0.99,1.0,0.0,0.0,0.98,0.7329169,559.0,0.0008066378,0.92,0.88492996,629.0,0.0009076479,0.89,0.9321848,540.0,0.0007792208,0.95,0.9505927,175.0,0.00025252526,0.89,0.9442599,243.0,0.00035064935,0.86,0.9446354,145.0,0.00020923521,0.8,0.8970516,35.0,5.0505052e-05,0.35,0.7486693,188.0,0.00027128428,0.4,0.7370121,71.0,0.0001024531
7,0.86797076,0.879,0.82936394,0.843,0.9799424,0.00042760943,0.00038832772,1.0,1.0,0.0,0.0,0.96,0.69441813,574.0,0.00082828285,0.88,0.8742965,631.0,0.0009105339,0.93,0.93154204,543.0,0.0007835498,0.89,0.95009905,184.0,0.00026551227,0.84,0.9442599,239.0,0.00034487734,0.94,0.9446354,128.0,0.00018470419,0.83,0.8970516,45.0,6.493506e-05,0.56,0.7486693,234.0,0.00033766235,0.6,0.7370121,89.0,0.00012842713
8,0.86797076,0.879,0.72590435,0.809,0.9839317,0.00043017475,0.00038688473,1.0,1.0,0.0,0.0,0.97,0.6671307,567.0,0.00081818184,0.91,0.87051326,662.0,0.00095526694,0.9,0.93085754,510.0,0.00073593075,0.96,0.95009905,187.0,0.00026984126,0.85,0.9442599,235.0,0.00033910535,0.83,0.9446354,135.0,0.0001948052,0.88,0.8970516,61.0,8.802309e-05,0.66,0.7486693,245.0,0.00035353535,0.13,0.7370121,81.0,0.000116883115
9,0.86797076,0.879,0.79663414,0.828,0.983156,0.00043530544,0.00038656406,1.0,1.0,0.0,0.0,0.97,0.64917797,565.0,0.0008152958,0.87,0.8630683,651.0,0.00093939394,0.98,0.93085754,548.0,0.0007907648,0.95,0.9502369,201.0,0.0002900433,0.76,0.9442599,255.0,0.00036796537,0.88,0.9446354,155.0,0.00022366522,0.86,0.8970516,51.0,7.359307e-05,0.67,0.7486693,235.0,0.00033910535,0.34,0.7370121,54.0,7.792208e-05
10,0.86797076,0.879,0.8466471,0.857,0.98681295,0.00043065575,0.0004107744,1.0,1.0,0.0,0.0,0.98,0.6203312,573.0,0.0008268398,0.9,0.85894734,637.0,0.0009191919,0.93,0.9314029,536.0,0.0007734488,0.93,0.9497395,210.0,0.0003030303,0.83,0.9442599,238.0,0.00034343434,0.88,0.9446354,143.0,0.0002063492,0.87,0.8970516,54.0,7.792208e-05,0.64,0.7486693,217.0,0.0003131313,0.61,0.7370121,78.0,0.00011255411
11,0.86797076,0.879,0.8518203,0.862,0.98836434,0.00043145742,0.00040051306,1.0,1.0,0.0,0.0,0.98,0.60161006,552.0,0.0007965368,0.88,0.8558411,645.0,0.00093073596,0.96,0.93140954,536.0,0.0007734488,0.92,0.9497395,178.0,0.00025685425,0.85,0.9442599,253.0,0.00036507935,0.92,0.9446354,161.0,0.00023232323,0.84,0.8970516,48.0,6.926407e-05,0.67,0.7486693,248.0,0.00035786437,0.6,0.7370121,70.0,0.000101010104
12,0.86797076,0.879,0.8316117,0.845,0.9879211,0.00044059643,0.0004240821,1.0,1.0,0.0,0.0,0.98,0.5617163,614.0,0.0008860029,0.9,0.8478345,659.0,0.000950938,0.96,0.9307236,547.0,0.0007893218,0.92,0.9497395,191.0,0.00027561327,0.69,0.9442599,234.0,0.00033766235,0.92,0.9446354,164.0,0.00023665224,0.86,0.8970516,37.0,5.3391053e-05,0.6,0.7486693,221.0,0.00031890333,0.62,0.7385657,81.0,0.000116883115
13,0.86797076,0.879,0.8206658,0.839,0.9888076,0.00044556678,0.0004255251,0.97,1.0,0.0,0.0,0.98,0.5440088,581.0,0.00083838386,0.92,0.8493561,657.0,0.0009480519,0.9,0.9313345,582.0,0.0008398268,0.89,0.9497395,186.0,0.00026839826,0.85,0.9442599,287.0,0.00041414142,0.88,0.9446354,141.0,0.0002034632,0.82,0.8970516,55.0,7.9365076e-05,0.43,0.7486693,218.0,0.0003145743,0.75,0.7385657,72.0,0.000103896105
14,0.86797076,0.879,0.84911245,0.856,0.9902482,0.00043787077,0.0004250441,1.0,1.0,0.0,0.0,0.98,0.5393099,588.0,0.00084848487,0.93,0.8491528,666.0,0.000961039,0.9,0.93094873,556.0,0.0008023088,0.89,0.9497395,173.0,0.00024963924,0.82,0.9442599,262.0,0.00037806638,0.88,0.9446354,129.0,0.00018614718,0.8,0.8970516,49.0,7.070707e-05,0.67,0.7486693,220.0,0.0003174603,0.69,0.7385657,88.0,0.00012698413
15,0.86797076,0.879,0.838112,0.85,0.9905807,0.00043177808,0.0004284111,0.99,1.0,0.0,0.0,0.98,0.51103896,579.0,0.00083549786,0.92,0.8491528,636.0,0.0009177489,0.93,0.9302773,548.0,0.0007907648,0.89,0.9497395,194.0,0.00027994227,0.81,0.9442599,256.0,0.00036940837,0.9,0.9446354,130.0,0.0001875902,0.84,0.8970516,49.0,7.070707e-05,0.54,0.7486693,214.0,0.00030880232,0.7,0.7385657,87.0,0.00012554112
16,0.86797076,0.879,0.83502555,0.846,0.99179965,0.00043338144,0.00043065575,0.99,1.0,0.0,0.0,0.98,0.49622375,578.0,0.00083405484,0.9,0.84618056,639.0,0.0009220779,0.93,0.9302773,544.0,0.00078499276,0.91,0.9497395,192.0,0.00027705627,0.8,0.9442599,266.0,0.00038383837,0.87,0.9446354,144.0,0.00020779221,0.85,0.8970516,40.0,5.772006e-05,0.65,0.74701256,223.0,0.00032178932,0.58,0.7385657,77.0,0.00011111111
17,0.86797076,0.879,0.8551442,0.862,0.9902482,0.00044059643,0.0004269681,1.0,1.0,0.0,0.0,0.98,0.4606366,635.0,0.00091630593,0.9,0.8430888,637.0,0.0009191919,0.94,0.9302773,537.0,0.00077489176,0.89,0.9497395,179.0,0.00025829725,0.82,0.9442599,269.0,0.0003881674,0.89,0.9446354,137.0,0.0001976912,0.84,0.8970516,57.0,8.2251085e-05,0.67,0.74701256,223.0,0.00032178932,0.69,0.7385657,74.0,0.00010678211
18,0.86797076,0.879,0.818418,0.833,0.99268615,0.00043097642,0.00043434344,1.0,1.0,0.0,0.0,0.98,0.43377516,635.0,0.00091630593,0.9,0.8415442,650.0,0.0009379509,0.88,0.9302773,517.0,0.00074603176,0.91,0.9497395,189.0,0.00027272728,0.78,0.9442599,241.0,0.00034776336,0.9,0.9446354,147.0,0.00021212122,0.83,0.8970516,41.0,5.916306e-05,0.63,0.74701256,208.0,0.0003001443,0.52,0.7385657,60.0,8.658008e-05
19,0.86797076,0.879,0.8258039,0.838,0.9930186,0.00042953342,0.00045262146,0.99,1.0,0.0,0.0,0.98,0.4281272,633.0,0.00091341994,0.82,0.8415442,643.0,0.0009278499,0.93,0.9309471,504.0,0.0007272727,0.91,0.9497395,171.0,0.00024675325,0.84,0.9442599,230.0,0.00033189033,0.88,0.9446354,140.0,0.00020202021,0.84,0.8970516,46.0,6.637807e-05,0.63,0.74701256,241.0,0.00034776336,0.56,0.7385657,71.0,0.0001024531
20,0.86797076,0.879,0.8114187,0.831,0.9936835,0.00042520443,0.00046176047,1.0,1.0,0.0,0.0,0.98,0.40579757,594.0,0.00085714285,0.86,0.8415442,608.0,0.00087734486,0.95,0.9309471,558.0,0.0008051948,0.96,0.9497395,184.0,0.00026551227,0.83,0.9442599,233.0,0.00033621932,0.86,0.9446354,142.0,0.0002049062,0.81,0.8970516,40.0,5.772006e-05,0.58,0.74701256,221.0,0.00031890333,0.48,0.7385657,72.0,0.000103896105
21,0.86797076,0.879,0.84137446,0.85,0.9944592,0.00043771043,0.0004648068,1.0,1.0,0.0,0.0,0.98,0.40579757,608.0,0.00087734486,0.88,0.8415442,664.0,0.00095815293,0.95,0.9309471,544.0,0.00078499276,0.89,0.9497395,193.0,0.00027849927,0.75,0.9442599,245.0,0.00035353535,0.9,0.9446354,125.0,0.00018037518,0.83,0.8970516,51.0,7.359307e-05,0.68,0.74701256,224.0,0.00032323232,0.64,0.7385657,76.0,0.00010966811
